S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm),F (mg/L),NO3 (mg/L),Fe (ppm),As (ppb),U (ppb),As (mg/L),U (mg/L),HPI,Category
9484,West Bengal,Jhargram,Harda,86.9436,22.6119,2023,6.75,794,0.05,9,0.9,0,-,0,NaN,300,unsafe
9485,West Bengal,Jhargram,Belpahati,86.766,22.6316,2023,6.88,303,0.08,31,0.1,0,-,0,NaN,33.333,safe
9486,West Bengal,Jhargram,Khurchiboni,86.7945,22.6101,2023,7.18,910,0.44,40,0.1,0,-,0,NaN,33.333,safe
9487,West Bengal,Jhargram,Malabati,86.8678,22.5985,2023,7,199,0.03,17,0.2,0,-,0,NaN,66.667,moderate
9488,West Bengal,Jhargram,Muohi Bundh,86.8056,22.6069,2023,7.07,309,0.04,10,0.4,0,-,0,NaN,133.333,unsafe
9489,West Bengal,Jhargram,Muransol,86.7664,22.6308,2023,7.35,212,0.03,6,0.1,0,-,0,NaN,33.333,safe
9490,West Bengal,Jhargram,Silda,86.8152,22.614,2023,7.58,1304,0.21,51,1.1,2.52,-,0.0025,NaN,391.867,unsafe
9491,West Bengal,Jhargram,Beliaberia,86.9549,22.2724,2023,7.16,530,0.01,29,0.3,0,-,0,NaN,100,moderate
9492,West Bengal,Jhargram,Topsia,86.9204,22.2628,2023,7.15,203,0.1,0,1.3,0,-,0,NaN,433.333,unsafe
9493,West Bengal,Jhargram,Chichira,86.8853,22.3063,2023,7.03,298,0.02,15,0.3,0,-,0,NaN,100,moderate
9494,West Bengal,Jhargram,Dharsa,86.8178,22.5165,2023,7.46,408,0.08,14,0.5,0,-,0,NaN,166.667,unsafe
9495,West Bengal,Jhargram,Gidhni,86.8527,22.488,2023,7.19,398,0.03,6,0.4,0,-,0,NaN,133.333,unsafe
9496,West Bengal,Jhargram,Guthia,86.8836,22.3247,2023,6.89,730,0.02,49,0.3,0,-,0,NaN,100,unsafe
9497,West Bengal,Jhargram,Hijli,86.8542,22.4056,2023,7.68,139,0.03,2,0.2,1.25,-,0.0013,NaN,79.167,moderate
9498,West Bengal,Jhargram,Kalidaspur,86.8178,22.5164,2023,7.24,415,0.35,0,0.2,0,-,0,NaN,66.667,moderate
9499,West Bengal,Jhargram,Kapcita,86.8428,22.5181,2023,7.58,381,0.29,12,1.3,0,-,0,NaN,433.333,unsafe
9500,West Bengal,Jhargram,Nunia,86.8455,22.4975,2023,7.28,102,0.06,14,0.2,0,-,0,NaN,66.667,moderate
9501,West Bengal,Jhargram,Parihati (Hat Tala),86.849,22.5189,2023,7.57,1312,0.2,50,0.1,0,-,0,NaN,33.333,unsafe
9502,West Bengal,Jhargram,Tulibarh,86.899,22.383,2023,7.66,159,0.03,30,0.3,0,-,0,NaN,100,moderate
9503,West Bengal,Jhargram,Balivasa,87.1179,22.3454,2023,7.11,64,0.02,0,0,0,-,0,NaN,0,safe
9504,West Bengal,Jhargram,Balivasa,87.002,22.4537,2023,7.41,520,0.02,0,0.1,2.26,-,0.0023,NaN,55.933,moderate
9505,West Bengal,Jhargram,Lodhasuli,87.0468,22.3351,2023,7.44,139,0.12,4,0.6,0,-,0,NaN,200,unsafe
9506,West Bengal,Jhargram,Raghunathpur,86.9983,22.4478,2023,7.65,232,0.05,18,0.1,0,-,0,NaN,33.333,safe
9507,West Bengal,Jhargram,Rashmandal,87.0862,22.4902,2023,7.83,212,0.17,0,1.1,0,-,0,NaN,366.667,unsafe
9508,West Bengal,Jhargram,Sevayatan,87.0179,22.4717,2023,7.29,100,0.01,8,0.1,0,-,0,NaN,33.333,safe
9509,West Bengal,Jhargram,Nayagram Police Station,87.1709,22.0366,2023,7.94,406,0.13,3,0.6,0,-,0,NaN,200,unsafe
9510,West Bengal,Jhargram,Kultikri,87.1581,22.175,2023,7.39,310,0.09,6,1.1,0,-,0,NaN,366.667,unsafe
9511,West Bengal,Jhargram,Naikansole Colony,87.1486,22.2742,2023,7.82,445,0.16,2,0.4,0,-,0,NaN,133.333,unsafe
9512,West Bengal,Jhargram,Sankrail,87.1376,22.2032,2023,7.2,70,0.02,0,0.2,0,-,0,NaN,66.667,moderate
9513,West Bengal,Kolkata,Baghbazar,88.3685,22.6066,2023,8.03,751,0.29,3,3.7,0,-,0,NaN,1233.333,unsafe
9514,West Bengal,Kolkata,Baishnabghata,88.3763,22.472,2023,7.84,1012,0.28,0,11.6,0,-,0,NaN,3866.667,unsafe
9515,West Bengal,Kolkata,Ballygunge,88.3602,22.5275,2023,8.17,643,0.19,0,0.6,0,-,0,NaN,200,unsafe
9516,West Bengal,Kolkata,Bantala Natunhat,88.4548,22.5907,2023,7.82,1314,0.28,0,0.5,1.34,-,0.0013,NaN,180.067,unsafe
9517,West Bengal,Kolkata,Beileghata,88.3221,22.459,2023,7.78,1365,0.18,1,8.1,7.08,-,0.0071,NaN,2770.8,unsafe
9518,West Bengal,Kolkata,Beliaghata,88.4112,22.5597,2023,7.76,1242,0.54,20,0.7,3.21,-,0.0032,NaN,265.433,unsafe
9519,West Bengal,Kolkata,Bidhanagar,88.4134,22.57,2023,7.77,461,0.38,5,0.4,1.59,-,0.0016,NaN,149.233,unsafe
9520,West Bengal,Kolkata,Ia Park,88.4119,22.5735,2023,7.52,759,0.25,13,0.4,0,-,0,NaN,133.333,unsafe
9521,West Bengal,Kolkata,Jhautala,88.2957,22.4855,2023,6.72,861,0.19,0,1.1,0,-,0,NaN,366.667,unsafe
9522,West Bengal,Kolkata,Joka,88.3003,22.4498,2023,7.4,677,0.17,3,1.1,5.26,-,0.0053,NaN,419.267,unsafe
9523,West Bengal,Kolkata,Keorapukur,88.3463,22.4895,2023,7.88,2003,0.17,42,0.4,0,-,0,NaN,133.333,unsafe
9524,West Bengal,Kolkata,Maniktala,88.3745,22.5859,2023,7.69,1607,0.17,1,2.5,0,-,0,NaN,833.333,unsafe
9525,West Bengal,Kolkata,Salt Lake,88.4386,22.577,2023,6.47,1048,0.47,6,0.3,0,-,0,NaN,100,unsafe
9526,West Bengal,Kolkata,Taltala,88.3622,22.5605,2023,7.97,1718,0.23,3,0.9,1.27,-,0.0013,NaN,312.7,unsafe
9527,West Bengal,Kolkata,Thakurpukur,88.3222,22.4586,2023,8.06,883,0.23,2,1,0,-,0,NaN,333.333,unsafe
9528,West Bengal,Kolkata,Thakurpukur,88.3208,22.4592,2023,7.97,1283,0.24,7,0.4,2.28,-,0.0023,NaN,156.133,unsafe
9529,West Bengal,Malda,Bamangola,88.3418,25.166,2023,7.36,1421,0.21,2,0.4,0,-,0,NaN,133.333,unsafe
9530,West Bengal,Malda,Charak Danga,88.4064,25.224,2023,8.16,938,1.1,6,0.2,6.47,-,0.0065,NaN,131.367,unsafe
9531,West Bengal,Malda,Nalagola,88.422,25.2601,2023,7.85,1540,0.31,2,0.2,4.21,-,0.0042,NaN,108.767,unsafe
9532,West Bengal,Malda,Paikpara,88.3761,25.1636,2023,7.83,533,0.26,4,1.5,1.68,-,0.0017,NaN,516.8,unsafe
9533,West Bengal,Malda,Chanchal(Hat Khola),88.0046,25.3969,2023,8.18,383,0.62,0,8.5,6.78,-,0.0068,NaN,2901.133,unsafe
9534,West Bengal,Malda,Kanua,87.9745,25.4124,2023,8.02,436,0.35,0,0.8,3.42,-,0.0034,NaN,300.867,unsafe
9535,West Bengal,Malda,Kharba(Dighi),88.0836,25.4236,2023,7.99,616,0.45,0,1.9,2.84,-,0.0028,NaN,661.733,unsafe
9536,West Bengal,Malda,Malatipur,88.0198,25.3307,2023,8.1,354,0.98,0,0.9,6.48,-,0.0065,NaN,364.8,unsafe
9537,West Bengal,Malda,Battaly (4/2008),88.0519,25.0753,2023,7.38,982,0.09,0,3.4,0,-,0,NaN,1133.333,unsafe
9538,West Bengal,Malda,Bholanathpur,88.1311,24.8906,2023,7.64,613,0.71,0,0.8,5.16,-,0.0052,NaN,318.267,unsafe
9539,West Bengal,Malda,Choto Mohanpara (1),88.0483,25.0258,2023,7.58,1070,0.06,1,5.2,0,-,0,NaN,1733.333,unsafe
9540,West Bengal,Malda,Choto Mohanpara (2),88.0472,25.0255,2023,7.6,3371,0.12,54,0.3,2.84,-,0.0028,NaN,128.4,unsafe
9541,West Bengal,Malda,Malda Town,88.1355,25.0029,2023,7.13,1980,0.26,50,0.8,0,-,0,NaN,266.667,unsafe
9542,West Bengal,Malda,Milky,88.0214,25.0346,2023,7.4,1580,0.09,49,0.3,1.72,-,0.0017,NaN,117.2,unsafe
9543,West Bengal,Malda,Nimasarai,88.1239,25.0419,2023,6.71,593,0.58,0,0.2,2.14,-,0.0021,NaN,88.067,moderate
9544,West Bengal,Malda,Phulbaria,88.0286,25.0473,2023,7.72,976,0.13,54,0.4,9.16,-,0.0092,NaN,224.933,unsafe
9545,West Bengal,Malda,Agampur,88.2628,25.1842,2023,7.41,1241,0.3,13,0.1,4.78,-,0.0048,NaN,81.133,moderate
9546,West Bengal,Malda,Deotala,88.0081,24.8547,2023,7.08,1814,0.43,9,0.7,3.12,-,0.0031,NaN,264.533,unsafe
9547,West Bengal,Malda,Gazole,88.1924,25.2108,2023,7.85,837,0.65,1,0.3,0,-,0,NaN,100,moderate
9548,West Bengal,Malda,Ghatsol,88.178,25.1816,2023,8.28,360,0.2,1,0.1,2.94,-,0.0029,NaN,62.733,moderate
9549,West Bengal,Malda,Ghoksol,88.178,25.1816,2023,8.09,310,0.17,4,0.8,6.96,-,0.007,NaN,336.267,unsafe
9550,West Bengal,Malda,Masandighi,88.1689,25.2445,2023,7.95,1054,0.68,6,0.4,0,-,0,NaN,133.333,unsafe
9551,West Bengal,Malda,Matol,88.1495,25.2205,2023,8.04,902,0.12,4,3.7,8.58,-,0.0086,NaN,1319.133,unsafe
9552,West Bengal,Malda,Panchamukhi,88.244,25.247,2023,8.02,407,0.4,0,0.1,1.59,-,0.0016,NaN,49.233,safe
9553,West Bengal,Malda,Bulbulchandi,88.2439,24.979,2023,7.62,672,0.2,5,0,1.82,-,0.0018,NaN,18.2,safe
9554,West Bengal,Malda,Habibpur,88.2857,25.023,2023,7.4,498,0.29,3,0.2,0,-,0,NaN,66.667,moderate
9555,West Bengal,Malda,Kokabirni Tajpur,88.2711,25.0075,2023,7.56,1550,0.17,56,0.2,2.09,-,0.0021,NaN,87.567,unsafe
9556,West Bengal,Malda,Harishchandrapur,87.882,25.4145,2023,7.88,432,0.18,1,3,0,-,0,NaN,1000,unsafe
9557,West Bengal,Malda,Baroduari,87.8543,25.4167,2023,7.81,381,0.22,1,3.8,3.76,-,0.0038,NaN,1304.267,unsafe
9558,West Bengal,Malda,Bhaluka Bazar,87.8772,25.281,2023,7.7,425,0.14,1,0.9,2.04,-,0.002,NaN,320.4,unsafe
9559,West Bengal,Malda,16 Mile,87.9829,24.8416,2023,7.51,661,0.12,5,6.4,7.05,-,0.007,NaN,2203.833,unsafe
9560,West Bengal,Malda,Jalalpur,88.0739,24.8944,2023,7.58,1010,0.18,59,0.3,9.14,-,0.0091,NaN,191.4,unsafe
9561,West Bengal,Malda,Khaschandpur (Makku Sahutala),88.0111,24.8531,2023,7.64,1515,0.07,53,0.3,4.86,-,0.0049,NaN,148.6,unsafe
9562,West Bengal,Malda,Mahajantala,87.98,24.844,2023,7.39,891,0.14,6,0.2,5.67,-,0.0057,NaN,123.367,unsafe
9563,West Bengal,Malda,Pagla Bridge,87.9913,24.8503,2023,8.24,512,0.14,3,1.8,140.48,-,0.1405,NaN,2004.8,unsafe
9564,West Bengal,Malda,Puratan Pataldanga,88.0411,24.9219,2023,7.89,605,0.08,2,6.7,7.23,-,0.0072,NaN,2305.633,unsafe
9565,West Bengal,Malda,Birnagar(1),87.952,24.8361,2023,7.37,2010,0.19,52,0.3,8.49,-,0.0085,NaN,184.9,unsafe
9566,West Bengal,Malda,Doriapur,87.9908,24.825,2023,7.58,716,0.15,10,1.7,0,-,0,NaN,566.667,unsafe
9567,West Bengal,Malda,Begamganj (Nazirpur),87.9183,25.1339,2023,7.62,1019,0.06,3,1.2,6.49,-,0.0065,NaN,464.9,unsafe
9568,West Bengal,Malda,Mohana (1 ),87.9216,25.087,2023,8.29,330,0.2,3,0.3,14.94,-,0.0149,NaN,249.4,unsafe
9569,West Bengal,Malda,Mohana (2 ),87.9223,25.0874,2023,7.66,1192,0.13,24,11.1,2.41,-,0.0024,NaN,3724.1,unsafe
9570,West Bengal,Malda,Manikchak (Sbi),87.8999,25.0771,2023,7.06,869,0.12,10,11.6,18.14,-,0.0181,NaN,4048.067,unsafe
9571,West Bengal,Malda,Jadupur,88.1414,25.0808,2023,8,361,0.16,3,15.5,8.69,-,0.0087,NaN,5253.567,unsafe
9572,West Bengal,Malda,Mochia,88.2235,24.9636,2023,7.38,1180,0.32,1,0.4,5.42,-,0.0054,NaN,187.533,unsafe
9573,West Bengal,Malda,Bhado,87.9599,25.2408,2023,7.75,509,0.31,0,18.9,3.96,-,0.004,NaN,6339.6,unsafe
9574,West Bengal,Malda,Debipur,87.9,25.2247,2023,7.55,719,0.1,3,8.7,2.41,-,0.0024,NaN,2924.1,unsafe
9575,West Bengal,Malda,Ratanpur Hat (Samshi),88.0006,25.2874,2023,7.93,1444,0.32,47,0.2,0,-,0,NaN,66.667,unsafe
9576,West Bengal,Malda,Ratua,87.9354,25.2078,2023,7.3,1116,0.07,48,0.8,12.74,-,0.0127,NaN,394.067,unsafe
9577,West Bengal,Malda,Pirgai,88.0422,25.1275,2023,8,607,0.14,1,1.1,0,-,0,NaN,366.667,unsafe
9578,West Bengal,Malda,Pukhuriya,88.0009,25.1179,2023,7.85,684,0.13,4,6.3,8.94,-,0.0089,NaN,2189.4,unsafe
9579,West Bengal,Murshidabad,Begunbari Dug,88.2776,23.921,2023,7.35,2693,0.09,56,0,36.9,-,0.0369,NaN,369,unsafe
9580,West Bengal,Murshidabad,Mirzapur,88.0686,24.4083,2023,7.74,773,0.26,2,6.9,124.81,-,0.1248,NaN,3548.1,unsafe
9581,West Bengal,Murshidabad,Swarupnagar,88.2738,23.9193,2023,7.66,1828,0.19,6,4.8,63.75,-,0.0638,NaN,2237.5,unsafe
9582,West Bengal,Murshidabad,Bazar Sou,88.1861,23.8758,2023,7.48,2050,0.05,45,0,0,-,0,NaN,0,unsafe
9583,West Bengal,Murshidabad,Kashipur,88.3012,23.8552,2023,7.86,794,0.26,0,5.4,27.14,-,0.0271,NaN,2071.4,unsafe
9584,West Bengal,Murshidabad,Manikyahar,88.2078,23.8232,2023,7.8,1207,0.11,0,1.8,94.53,-,0.0945,NaN,1545.3,unsafe
9585,West Bengal,Murshidabad,Saktipur,88.1961,23.862,2023,7.85,1031,0.24,0,11.8,1.34,-,0.0013,NaN,3946.733,unsafe
9586,West Bengal,Murshidabad,Daulatabad,88.3755,24.1428,2023,7.92,780,0.04,3,7.6,92.14,-,0.0921,NaN,3454.733,unsafe
9587,West Bengal,Murshidabad,Daulatabad,88.3757,24.143,2023,7.27,1358,0.03,54,0.3,32.91,-,0.0329,NaN,429.1,unsafe
9588,West Bengal,Murshidabad,Pakamati,88.1876,24.0189,2023,7.98,422,0.38,1,0.3,43.86,-,0.0439,NaN,538.6,unsafe
9589,West Bengal,Murshidabad,Sialmara,88.0919,24.0744,2023,7.83,644,0.18,0,2.2,1.86,-,0.0019,NaN,751.933,unsafe
9590,West Bengal,Murshidabad,Kalokhali,88.2832,24.294,2023,7.86,471,0.08,2,3.4,27.96,-,0.028,NaN,1412.933,unsafe
9591,West Bengal,Murshidabad,Kashipur,88.3241,24.3175,2023,7.78,712,0.06,3,0,49.52,-,0.0495,NaN,495.2,unsafe
9592,West Bengal,Murshidabad,Nasipur,88.3861,24.3069,2023,7.67,967,0.03,10,9.8,160.24,-,0.1602,NaN,4869.067,unsafe
9593,West Bengal,Murshidabad,Gobindapur,88.575,24.1094,2023,7.87,816,0.1,5,5.5,1.89,-,0.0019,NaN,1852.233,unsafe
9594,West Bengal,Murshidabad,Kanchan Garia,88.1374,23.8847,2023,7.93,464,0.3,0,0.3,1.68,-,0.0017,NaN,116.8,unsafe
9595,West Bengal,Murshidabad,Lohadaha,88.1771,23.8857,2023,7.6,647,0.26,2,0,2.74,-,0.0027,NaN,27.4,safe
9596,West Bengal,Murshidabad,Dakshin Khandagram,88.0742,23.751,2023,7.92,859,0.23,0,3.4,26.42,-,0.0264,NaN,1397.533,unsafe
9597,West Bengal,Murshidabad,Sonarundi,88.0619,23.7287,2023,8.03,435,0.22,0,1.7,2.93,-,0.0029,NaN,595.967,unsafe
9598,West Bengal,Murshidabad,Andi,87.9116,23.9905,2023,7.92,658,0.23,0,1.3,5.37,-,0.0054,NaN,487.033,unsafe
9599,West Bengal,Murshidabad,Kurunn Arun,87.9105,23.8768,2023,7.95,170,0.42,0,0,2.94,-,0.0029,NaN,29.4,safe
9600,West Bengal,Murshidabad,Domkol,88.5574,24.1177,2023,7.66,689,0.04,0,0.9,9.31,-,0.0093,NaN,393.1,unsafe
9601,West Bengal,Murshidabad,Jorpukuria,87.9014,24.7522,2023,7.72,626,0.48,0,3.1,9.47,-,0.0095,NaN,1128.033,unsafe
9602,West Bengal,Murshidabad,Ramrampur,87.9276,24.733,2023,7.81,761,0.23,0,0.2,6.82,-,0.0068,NaN,134.867,unsafe
9603,West Bengal,Murshidabad,Salar,88.1103,23.7758,2023,7.78,572,0.22,2,1.1,8.67,-,0.0087,NaN,453.367,unsafe
9604,West Bengal,Murshidabad,Baruipara,88.3496,24.0539,2023,7.9,574,0.1,0,7.1,38.68,-,0.0387,NaN,2753.467,unsafe
9605,West Bengal,Murshidabad,Kholilabad,88.4509,24.0452,2023,7.87,557,0.1,2,2,61.85,-,0.0619,NaN,1285.167,unsafe
9606,West Bengal,Murshidabad,Nasipur,88.4125,24.0319,2023,7.95,615,0.08,6,3.7,19.97,-,0.02,NaN,1433.033,unsafe
9607,West Bengal,Murshidabad,Tartipur,88.4642,24.0868,2023,7.9,470,0.07,2,5.2,60.82,-,0.0608,NaN,2341.533,unsafe
9608,West Bengal,Murshidabad,Jalangi,88.6797,24.1277,2023,7.24,1050,0.02,8,0.1,0,-,0,NaN,33.333,safe
9609,West Bengal,Murshidabad,Sagarpara(Kalitala,88.6996,24.224,2023,7.64,1461,0.15,21,0,23.71,-,0.0237,NaN,237.1,unsafe
9610,West Bengal,Murshidabad,Tikorbaria,88.6025,24.1225,2023,7.51,1053,0.04,0,8.3,8.52,-,0.0085,NaN,2851.867,unsafe
9611,West Bengal,Murshidabad,Gobarhati,88.1403,24.0245,2023,8,443,0.28,1,0,16.24,-,0.0162,NaN,162.4,unsafe
9612,West Bengal,Murshidabad,Gokarna,88.1111,24.0342,2023,7.57,749,0.11,5,0,27.79,-,0.0278,NaN,277.9,unsafe
9613,West Bengal,Murshidabad,Jibanti,88.1803,24.0865,2023,7.8,497,0.32,0,1.8,8.37,-,0.0084,NaN,683.7,unsafe
9614,West Bengal,Murshidabad,Kandi,88.0454,23.9544,2023,7.37,1387,0.44,42,0.5,0,-,0,NaN,166.667,unsafe
9615,West Bengal,Murshidabad,Manoharpur,88.057,23.9777,2023,8.19,973,1.5,0,3,6.24,-,0.0062,NaN,1062.4,unsafe
9616,West Bengal,Murshidabad,Purandarpur,88.0728,23.9964,2023,7.9,1009,1.1,2,0.1,30.51,-,0.0305,NaN,338.433,unsafe
9617,West Bengal,Murshidabad,Matai,87.9753,24.1308,2023,7.91,523,0.32,3,0,8.42,-,0.0084,NaN,84.2,moderate
9618,West Bengal,Murshidabad,Sherpur (Mother Danga),88.0109,24.1369,2023,7.89,417,0.36,2,2.5,6.59,-,0.0066,NaN,899.233,unsafe
9619,West Bengal,Murshidabad,Lalgola,88.2519,24.41,2023,7.59,715,0.06,0,3.8,5.65,-,0.0057,NaN,1323.167,unsafe
9620,West Bengal,Murshidabad,Jiaganj,88.258,24.2434,2023,7.23,933,0.06,3,0.2,5.23,-,0.0052,NaN,118.967,unsafe
9621,West Bengal,Murshidabad,Lalbagh,88.2836,24.1708,2023,7.84,772,0.05,6,6.8,242.39,-,0.2424,NaN,4690.567,unsafe
9622,West Bengal,Murshidabad,Raichandpur,88.275,24.2487,2023,7.99,737,0.1,0,2.7,5.42,-,0.0054,NaN,954.2,unsafe
9623,West Bengal,Murshidabad,Ranjitpara,88.3145,24.1651,2023,7.79,755,0.16,22,4.3,282.48,-,0.2825,NaN,4258.133,unsafe
9624,West Bengal,Murshidabad,Arjunpur Pz,87.9184,24.7049,2023,7.51,1081,0.43,1,0,24.85,-,0.0249,NaN,248.5,unsafe
9625,West Bengal,Murshidabad,Mahadipur,88.0099,24.4272,2023,7.94,541,0.23,0,6,0,-,0,NaN,2000,unsafe
9626,West Bengal,Murshidabad,Polsanda,88.1531,24.186,2023,7.87,631,0.36,5,0.1,2.16,-,0.0022,NaN,54.933,moderate
9627,West Bengal,Murshidabad,Amtala,88.457,23.9301,2023,7.69,617,0.07,0,3.2,2.36,-,0.0024,NaN,1090.267,unsafe
9628,West Bengal,Murshidabad,Chandipur,88.4597,23.8814,2023,7.78,1386,0.08,6,2.2,1.58,-,0.0016,NaN,749.133,unsafe
9629,West Bengal,Murshidabad,Gobindapur,88.0539,23.9212,2023,7.89,1539,1.1,5,0.4,51.89,-,0.0519,NaN,652.233,unsafe
9630,West Bengal,Murshidabad,Patakbari,88.4622,23.8656,2023,7.7,975,0.18,47,0.2,30.96,-,0.031,NaN,376.267,unsafe
9631,West Bengal,Murshidabad,Piprakhali,88.4561,23.9838,2023,7.67,674,0.12,8,6.3,55.32,-,0.0553,NaN,2653.2,unsafe
9632,West Bengal,Murshidabad,Mirzapur Jain Colony,88.5968,24.2575,2023,8,884,0.37,22,0,0,-,0,NaN,0,safe
9633,West Bengal,Murshidabad,Tehghari-Rampura,88.1358,24.4515,2023,7.83,660,0.07,2,8.1,7.96,-,0.008,NaN,2779.6,unsafe
9634,West Bengal,Murshidabad,Beikibagan (Hurshi),88.4625,24.2661,2023,7.79,648,0.12,0,4.6,0,-,0,NaN,1533.333,unsafe
9635,West Bengal,Murshidabad,Islampur,88.4708,24.15,2023,7.63,977,0.05,51,0.4,35.94,-,0.0359,NaN,492.733,unsafe
9636,West Bengal,Murshidabad,Kuptala,88.5968,24.2575,2023,7.62,987,0.07,51,0.3,2.06,-,0.0021,NaN,120.6,unsafe
9637,West Bengal,Murshidabad,Nabipur,88.605,24.2531,2023,7.74,795,0.11,2,1.4,8.96,-,0.009,NaN,556.267,unsafe
9638,West Bengal,Murshidabad,Paranpur,88.5716,24.2689,2023,7.56,1892,0.02,53,0.1,0,-,0,NaN,33.333,unsafe
9639,West Bengal,Murshidabad,Sagardighi,88.1084,24.3436,2023,7.95,583,0.27,2,0,4.38,-,0.0044,NaN,43.8,safe
9640,West Bengal,Murshidabad,Natun Malancha,87.9264,24.6768,2023,7.6,1058,0.16,3,0.6,0,-,0,NaN,200,unsafe
9641,West Bengal,Murshidabad,Ramakantapur,88.0556,24.5536,2023,7.82,598,0.08,3,2.6,79.54,-,0.0795,NaN,1662.067,unsafe
9642,West Bengal,Murshidabad,Aurangabad,88.01,24.6247,2023,7.82,772,0.47,12,1.5,22.42,-,0.0224,NaN,724.2,unsafe
9643,West Bengal,Nadia,Choko-Andulia,88.5528,23.5827,2023,7.82,558,0,9,1.7,2.71,-,0.0027,NaN,593.767,unsafe
9644,West Bengal,Nadia,Dayer-Bazar,88.5444,23.4619,2023,7.78,646,0.93,2,5.9,20.94,-,0.0209,NaN,2176.067,unsafe
9645,West Bengal,Nadia,Hridaypur,88.5801,23.6285,2023,8.03,496,0.04,0,0.7,4.37,-,0.0044,NaN,277.033,unsafe
9646,West Bengal,Nadia,Bhowanipur,88.6542,23.3384,2023,8.15,442,0.9,0,4.7,9.68,-,0.0097,NaN,1663.467,unsafe
9647,West Bengal,Nadia,Hanskhali,88.6492,23.3931,2023,7.58,562,0.83,5,4.7,6.27,-,0.0063,NaN,1629.367,unsafe
9648,West Bengal,Nadia,Khamarsimulia,88.5295,23.3245,2023,7.96,499,0.7,4,3.9,0,-,0,NaN,1300,unsafe
9649,West Bengal,Nadia,Nimtala-Tangra,88.6175,23.3452,2023,8.08,620,0,8,6.3,0,-,0,NaN,2100,unsafe
9650,West Bengal,Nadia,Ulasi,88.6119,23.3536,2023,8.06,640,0.28,3,1.3,4.63,-,0.0046,NaN,479.633,unsafe
9651,West Bengal,Nadia,Birohi,88.5416,22.9965,2023,8.05,964,0.94,11,1.3,23.42,-,0.0234,NaN,667.533,unsafe
9652,West Bengal,Nadia,Arabpur,88.682,23.9762,2023,7.93,642,0.85,14,2.9,7.26,-,0.0073,NaN,1039.267,unsafe
9653,West Bengal,Nadia,Karimpur,88.6284,23.9825,2023,7.84,821,0.64,7,0.2,0,-,0,NaN,66.667,moderate
9654,West Bengal,Nadia,Shikarpur,88.7385,23.9868,2023,8.2,413,0.12,5,2.5,2.08,-,0.0021,NaN,854.133,unsafe
9655,West Bengal,Nadia,Utr Kechuadanga,88.7083,23.9873,2023,7.88,812,0.54,5,0.3,11.69,-,0.0117,NaN,216.9,unsafe
9656,West Bengal,Nadia,Mahisabathan,88.6156,23.945,2023,7.7,1132,0.81,7,0.2,1.96,-,0.002,NaN,86.267,moderate
9657,West Bengal,Nadia,Thanapara,88.5345,23.9436,2023,8.1,544,1.02,2,5.2,2.54,-,0.0025,NaN,1758.733,unsafe
9658,West Bengal,Nadia,Durgapure,88.6908,23.4458,2023,8.06,547,0,6,1.9,12.68,-,0.0127,NaN,760.133,unsafe
9659,West Bengal,Nadia,Harishnagar,88.7776,23.4737,2023,8.12,512,0.51,0,2.1,15.12,-,0.0151,NaN,851.2,unsafe
9660,West Bengal,Nadia,Krishnaganj,88.704,23.4144,2023,8.17,391,0,21,1.7,21.25,-,0.0213,NaN,779.167,unsafe
9661,West Bengal,Nadia,Mazdia,88.4753,23.7552,2023,8.15,443,0,4,8.2,39.67,-,0.0397,NaN,3130.033,unsafe
9662,West Bengal,Nadia,Bhatjangla,88.4874,23.3797,2023,8.15,594,0.51,8,0.1,3.59,-,0.0036,NaN,69.233,moderate
9663,West Bengal,Nadia,Bishnupur,88.4175,23.38,2023,7.07,471,0,0,2.3,22.61,-,0.0226,NaN,992.767,unsafe
9664,West Bengal,Nadia,Gobrapota,88.547,23.4231,2023,8.16,357,0,7,2.8,2.28,-,0.0023,NaN,956.133,unsafe
9665,West Bengal,Nadia,Jalalkhali,88.5169,23.3498,2023,8.18,416,0,0,2.7,6.79,-,0.0068,NaN,967.9,unsafe
9666,West Bengal,Nadia,Kalinagar,88.5108,23.3906,2023,7.23,537,0,12,3.8,31.72,-,0.0317,NaN,1583.867,unsafe
9667,West Bengal,Nadia,Krishnanagar,88.4765,23.4038,2023,7.39,645,0.81,1,8.7,48.52,-,0.0485,NaN,3385.2,unsafe
9668,West Bengal,Nadia,Mahesganj,88.4034,23.4131,2023,8,544,0.98,2,5.2,61.51,-,0.0615,NaN,2348.433,unsafe
9669,West Bengal,Nadia,Paninala,88.5127,23.4315,2023,7.89,443,0.16,4,11.2,54.96,-,0.055,NaN,4282.933,unsafe
9670,West Bengal,Nadia,Bahadurpur,88.4626,23.4392,2023,7.28,708,0.39,131,0.4,0,-,0,NaN,133.333,unsafe
9671,West Bengal,Nadia,Belpukur,88.408,23.479,2023,7.77,496,0.04,0,2.2,42.63,-,0.0426,NaN,1159.633,unsafe
9672,West Bengal,Nadia,Chuakhali- Mark Ii,88.486,23.5231,2023,7.71,386,0.63,0,7.2,22.18,-,0.0222,NaN,2621.8,unsafe
9673,West Bengal,Nadia,Gournagar,88.458,23.4994,2023,7.86,450,0.83,12,2.3,16.11,-,0.0161,NaN,927.767,unsafe
